PestSpecies,PestCode,Location,GatewayAlias,Region,week_start,observed_days,PestCount,TrapTemperature,TrapHumidity,Year,Week,MaxT,MinT,RH1,RH2,RF,WS,SSH,EVP
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-06-25,7,22.0,32.04571428571428,76.84142857142857,2023,25,31.4,20.5,87.57,74.57,82.3,2.55,29.04,21.42
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-07-02,7,19.0,32.721428571428575,78.68142857142857,2023,26,32.8,21.5,86.29,78.86,64.0,2.94,49.98,24.98
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-07-09,7,7.0,33.68857142857143,74.88,2023,27,32.9,23.9,87.86,82.29,123.1,3.4,45.76,24.46
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-07-16,7,4.0,31.194285714285716,82.39428571428572,2023,28,34.9,24.6,84.57,77.0,27.6,3.38,49.19,28.48
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-07-23,3,1.0,32.98666666666667,78.03333333333333,2023,29,31.5,23.5,89.43,84.71,117.0,2.29,34.08,19.55
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-08-20,3,4.0,32.43,69.33,2023,33,33.7,23.9,86.57,81.29,26.5,2.19,77.01,29.64
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-08-27,7,3.0,29.172857142857143,73.71857142857142,2023,34,32.0,22.4,82.71,72.0,27.1,2.8,70.93,31.5
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-09-03,7,16.0,31.047142857142855,73.38285714285713,2023,35,29.4,18.5,86.86,78.57,59.2,2.79,42.5,22.49
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-09-10,7,20.0,27.35571428571429,84.60857142857142,2023,36,31.0,21.7,88.0,73.71,2.5,2.83,74.88,29.19
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-09-17,7,15.0,25.604285714285712,86.04857142857144,2023,37,31.4,20.4,87.43,82.14,74.6,2.74,29.78,17.15
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-09-24,7,27.0,27.184285714285714,81.16857142857143,2023,38,32.0,18.8,88.57,77.57,41.3,2.51,30.18,16.82
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-10-01,7,3.0,23.898571428571426,73.13428571428571,2023,39,28.2,19.1,89.57,82.43,13.3,2.19,45.28,17.44
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-10-08,7,19.0,23.095714285714287,73.73714285714286,2023,40,25.5,15.7,80.86,71.71,21.7,3.55,38.52,19.59
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-10-15,7,3.0,23.53857142857143,64.29142857142857,2023,41,23.6,13.5,84.86,74.14,0.0,2.05,50.14,17.04
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-10-22,7,0.0,22.937142857142856,69.97,2023,42,26.1,9.6,84.43,62.0,4.0,2.46,71.43,22.45
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-10-29,7,1.0,24.87142857142857,68.61142857142856,2023,43,25.6,9.6,85.14,64.29,0.0,1.94,60.15,18.61
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-11-05,5,0.0,12.86,85.49666666666667,2023,44,27.6,12.9,83.57,69.14,0.8,2.48,60.23,19.36
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-11-12,7,0.0,13.587142857142856,57.40714285714286,2023,45,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-11-19,7,1.0,16.490000000000002,58.95428571428572,2023,46,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-11-26,7,0.0,15.308571428571428,51.83714285714286,2023,47,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-12-03,3,0.0,17.43,51.01333333333333,2023,48,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-12-10,2,0.0,4.005,56.64,2023,49,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-12-17,1,0.0,15.9,17.9,2023,50,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2023-12-31,1,0.0,6.96,77.58,2023,52,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-01-07,6,0.0,10.731666666666667,64.04166666666667,2024,1,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-03-10,5,12.0,15.925999999999998,66.75,2024,10,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-03-17,7,12.0,15.981428571428571,65.63571428571429,2024,11,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-03-24,7,28.0,17.009999999999998,79.86,2024,12,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-03-31,7,18.0,18.928571428571427,73.16142857142857,2024,13,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-04-07,7,25.0,20.150000000000002,77.07571428571428,2024,14,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-04-14,7,7.0,21.88714285714286,77.01285714285714,2024,15,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-04-21,7,19.0,24.09714285714286,68.44142857142857,2024,16,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-04-28,7,48.0,19.37142857142857,79.78428571428572,2024,17,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-05-05,7,57.0,23.708571428571425,72.97285714285714,2024,18,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-05-12,7,2.0,27.225714285714282,58.32571428571429,2024,19,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-05-19,7,3.0,28.574285714285715,68.62285714285714,2024,20,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-05-26,7,2.0,24.564285714285717,74.22571428571429,2024,21,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-06-02,7,1.0,27.194285714285712,68.16428571428571,2024,22,26.9,14.2,77.71,68.43,42.5,2.69,50.74,25.99
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-06-09,7,0.0,32.058571428571426,66.62857142857142,2024,23,30.9,17.1,76.86,61.71,5.2,2.43,62.66,30.94
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-06-16,7,14.0,29.577142857142857,76.86,2024,24,34.2,20.7,79.71,58.71,0.7,2.43,71.14,35.09
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-06-23,7,35.0,26.824285714285715,88.27142857142857,2024,25,32.3,21.3,85.0,69.86,96.1,3.32,46.58,27.17
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-06-30,7,71.0,31.697142857142858,79.9057142857143,2024,26,30.9,20.7,88.71,85.57,179.0,2.73,26.58,17.62
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-07-07,7,49.0,30.212857142857143,84.60285714285715,2024,27,34.9,22.6,81.14,78.57,41.8,4.14,62.65,32.6
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-07-14,7,20.0,33.042857142857144,79.78428571428572,2024,28,35.0,21.4,88.57,86.0,168.8,2.44,20.72,18.18
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-07-21,7,25.0,35.21714285714286,72.48428571428572,2024,29,35.2,24.3,81.86,78.57,22.4,3.39,35.37,25.73
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-07-28,7,14.0,37.42714285714286,66.64714285714285,2024,30,36.7,27.0,80.57,71.86,6.1,4.7,71.71,37.84
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-08-04,7,67.0,38.21999999999999,64.65285714285714,2024,31,37.5,27.6,76.0,71.57,9.5,2.75,86.5,40.56
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-08-11,7,11.0,34.38,71.72,2024,32,37.8,27.1,76.86,66.71,62.0,1.88,83.96,39.02
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-08-18,7,16.0,33.35,78.49142857142859,2024,33,36.3,24.9,84.43,67.71,34.3,2.42,75.24,33.56
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-08-25,7,46.0,33.95857142857143,75.02,2024,34,34.7,25.4,84.71,77.86,50.4,1.93,64.42,27.34
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-09-01,7,32.0,34.26428571428571,71.84285714285714,2024,35,35.2,24.1,83.43,71.71,6.3,2.35,74.77,30.13
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-09-08,7,41.0,32.72571428571429,77.70857142857143,2024,36,33.8,24.2,79.29,68.43,2.9,3.23,78.8,33.31
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-09-15,7,22.0,29.169999999999998,82.99428571428572,2024,37,33.8,23.6,88.14,80.14,83.0,3.4,57.66,23.89
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-09-22,7,22.0,26.815714285714286,74.20285714285714,2024,38,31.6,17.4,81.14,76.86,124.9,5.49,54.64,24.01
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-09-29,7,17.0,22.937142857142856,74.0,2024,39,29.1,15.8,86.14,76.0,15.1,2.67,66.18,23.31
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-10-06,7,1.0,21.584285714285716,79.07714285714285,2024,40,28.6,11.9,79.0,72.14,17.2,3.38,48.16,18.62
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-10-13,7,15.0,22.25857142857143,85.9342857142857,2024,41,25.2,13.1,85.0,74.71,16.7,2.16,49.5,16.94
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-10-20,7,7.0,18.782857142857146,81.42571428571429,2024,42,27.2,11.2,86.57,77.0,49.2,3.66,31.77,14.95
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-10-27,7,13.0,19.47714285714286,78.2057142857143,2024,43,22.3,8.6,88.29,80.43,20.0,3.16,35.15,12.25
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-11-03,7,3.0,18.560000000000002,71.96857142857142,2024,44,22.0,9.3,87.57,74.57,6.8,2.95,55.84,15.81
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-11-10,7,5.0,20.888571428571428,79.36142857142856,2024,45,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-11-17,7,0.0,13.074285714285713,75.64857142857143,2024,46,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-11-24,7,0.0,12.04857142857143,62.57285714285714,2024,47,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-12-01,7,0.0,11.724285714285713,73.23285714285714,2024,48,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-12-08,7,0.0,6.804285714285713,73.00571428571429,2024,49,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-12-15,7,2.0,5.575714285714286,63.42142857142857,2024,50,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-12-22,7,0.0,7.4957142857142856,63.32714285714285,2024,51,,,,,,,,
甜菜夜蛾,BAW,江宁槐湖果园测报点_1_15_诱虫量,江宁槐湖果园测报点,江苏省南京市江宁区,2024-12-29,3,0.0,7.615,54.685,2024,52,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-08-25,1,8.0,,,2024,34,34.7,25.4,84.71,77.86,50.4,1.93,64.42,27.34
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-10-13,3,3.0,19.64,77.14333333333333,2024,41,25.2,13.1,85.0,74.71,16.7,2.16,49.5,16.94
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-10-20,7,7.0,14.76,85.83428571428571,2024,42,27.2,11.2,86.57,77.0,49.2,3.66,31.77,14.95
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-10-27,7,10.0,14.652857142857142,83.03142857142858,2024,43,22.3,8.6,88.29,80.43,20.0,3.16,35.15,12.25
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-11-03,7,15.0,13.064285714285715,78.03285714285714,2024,44,22.0,9.3,87.57,74.57,6.8,2.95,55.84,15.81
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-11-10,7,11.0,16.37857142857143,84.15142857142857,2024,45,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-11-17,7,1.0,8.995714285714286,78.18714285714285,2024,46,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-11-24,7,0.0,7.227142857142858,64.54857142857144,2024,47,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-12-01,7,0.0,7.107142857142857,79.41857142857144,2024,48,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-12-08,7,0.0,3.0285714285714285,73.78571428571429,2024,49,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-12-15,7,0.0,0.8385714285714286,69.60571428571428,2024,50,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-12-22,7,0.0,1.8228571428571427,67.09142857142857,2024,51,,,,,,,,
甜菜夜蛾,BAW,雄州街道钱仓村 甜菜夜蛾_1_14_诱虫量,雄州街道钱仓村 甜菜夜蛾,江苏省南京市六合区,2024-12-29,3,0.0,2.15,61.53,2024,52,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-10-15,1,6.0,25.65,51.98,2023,41,23.6,13.5,84.86,74.14,0.0,2.05,50.14,17.04
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-11-05,2,10.0,9.9,83.545,2023,44,27.6,12.9,83.57,69.14,0.8,2.48,60.23,19.36
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-11-12,7,1.0,8.485714285714286,70.37714285714286,2023,45,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-11-19,7,1.0,10.507142857142856,73.01857142857143,2023,46,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-11-26,7,1.0,6.378571428571428,72.08428571428571,2023,47,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-12-03,7,1.0,10.15857142857143,72.06428571428572,2023,48,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-12-10,7,0.0,4.0442857142857145,86.44285714285715,2023,49,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-12-17,7,0.0,-1.957142857142857,72.72285714285714,2023,50,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-12-24,7,0.0,4.444285714285714,81.28142857142858,2023,51,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2023-12-31,7,0.0,3.1485714285714286,86.33714285714287,2023,52,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2024-01-07,7,0.0,4.447142857142857,79.69571428571429,2024,1,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2024-01-14,7,0.0,4.128571428571428,89.20714285714287,2024,2,,,,,,,,
甜菜夜蛾,BAW,龙池街道朱营 甜菜夜蛾_1_13_诱虫量,龙池街道朱营 甜菜夜蛾,江苏省南京市六合区,2024-01-21,7,0.0,-1.0385714285714285,72.31142857142858,2024,3,,,,,,,,
