Location,Sheet,GatewayAlias,TrapID,Region,TrapAddress,PestSpecies,Year,Week,week_start,week_end,observed_days,MaxT,MinT,RH1,RH2,RF,WS,SSH,EVP,BPH,TrapCount_sum,TrapCount_mean,TrapTemperature_mean,TrapHumidity_mean,BPH_lag1,BPH_lag2,BPH_lag3,BPH_roll3_mean,BPH_roll3_max,BPH_roll6_mean,BPH_roll6_max,MaxT_lag1,MaxT_roll3_mean,MinT_lag1,MinT_roll3_mean,RH1_lag1,RH1_roll3_mean,RH2_lag1,RH2_roll3_mean,RF_lag1,RF_roll3_mean,WS_lag1,WS_roll3_mean,SSH_lag1,SSH_roll3_mean,EVP_lag1,EVP_roll3_mean,Target_next
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2023,40,2023-10-01,2023-10-07,7,25.5,15.7,80.86,71.71,21.7,3.55,38.52,19.59,0.0,0.0,0.0,21.333333333333332,80.27666666666666,48.0,109.0,41.0,66.0,109.0,73.16666666666667,176.0,28.2,30.53333333333333,19.1,19.433333333333334,89.57,88.52333333333333,82.43,80.71333333333332,13.3,43.06666666666666,2.19,2.48,45.28,35.080000000000005,17.44,17.136666666666667,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2023,41,2023-10-08,2023-10-14,7,23.6,13.5,84.86,74.14,0.0,2.05,50.14,17.04,0.0,0.0,0.0,20.24142857142857,79.46142857142857,0.0,48.0,109.0,52.333333333333336,109.0,43.833333333333336,109.0,25.5,28.566666666666666,15.7,17.866666666666667,80.86,86.33333333333333,71.71,77.23666666666666,21.7,25.433333333333334,3.55,2.75,38.52,37.99333333333333,19.59,17.95,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2023,42,2023-10-15,2023-10-21,4,26.1,9.6,84.43,62.0,4.0,2.46,71.43,22.45,0.0,0.0,0.0,19.107142857142858,72.35571428571428,0.0,0.0,48.0,16.0,48.0,34.5,109.0,23.6,25.766666666666666,13.5,16.099999999999998,84.86,85.09666666666666,74.14,76.09333333333332,0.0,11.666666666666666,2.05,2.5966666666666662,50.14,44.64666666666667,17.04,18.023333333333333,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2023,43,2023-10-22,2023-10-28,4,25.6,9.6,85.14,64.29,0.0,1.94,60.15,18.61,0.0,0.0,0.0,20.584285714285716,74.26571428571428,0.0,0.0,0.0,0.0,0.0,33.0,109.0,26.1,25.066666666666666,9.6,12.933333333333332,84.43,83.38333333333334,62.0,69.28333333333332,4.0,8.566666666666666,2.46,2.686666666666667,71.43,53.363333333333344,22.45,19.69333333333333,30.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,24,2024-06-10,2024-06-16,2,34.2,20.7,79.71,58.71,0.7,2.43,71.14,35.09,30.0,30.0,15.0,29.75714285714286,69.59285714285714,0.0,0.0,0.0,0.0,0.0,26.166666666666668,109.0,25.6,25.099999999999998,9.6,10.9,85.14,84.81,64.29,66.81,0.0,1.3333333333333333,1.94,2.15,60.15,60.57333333333333,18.61,19.366666666666664,7.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,25,2024-06-17,2024-06-23,7,32.3,21.3,85.0,69.86,96.1,3.32,46.58,27.17,7.0,7.0,1.0,27.172857142857143,82.33142857142857,30.0,0.0,0.0,10.0,30.0,13.0,48.0,34.2,28.633333333333336,20.7,13.299999999999999,79.71,83.09333333333333,58.71,61.666666666666664,0.7,1.5666666666666667,2.43,2.276666666666667,71.14,67.57333333333334,35.09,25.383333333333336,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,26,2024-06-24,2024-06-30,7,30.9,20.7,88.71,85.57,179.0,2.73,26.58,17.62,0.0,0.0,0.0,25.584285714285716,89.59857142857143,7.0,30.0,0.0,12.333333333333334,30.0,6.166666666666667,30.0,32.3,30.7,21.3,17.2,85.0,83.28333333333333,69.86,64.28666666666668,96.1,32.266666666666666,3.32,2.563333333333333,46.58,59.29,27.17,26.956666666666667,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,27,2024-07-01,2024-07-07,7,34.9,22.6,81.14,78.57,41.8,4.14,62.65,32.6,0.0,0.0,0.0,31.92142857142857,75.53714285714285,0.0,7.0,30.0,12.333333333333334,30.0,6.166666666666667,30.0,30.9,32.46666666666667,20.7,20.900000000000002,88.71,84.47333333333331,85.57,71.38,179.0,91.93333333333334,2.73,2.8266666666666667,26.58,48.1,17.62,26.626666666666665,4.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,28,2024-07-08,2024-07-14,7,35.0,21.4,88.57,86.0,168.8,2.44,20.72,18.18,4.0,4.0,0.5714285714285714,27.889999999999997,88.30285714285715,0.0,0.0,7.0,2.3333333333333335,7.0,6.166666666666667,30.0,34.9,32.699999999999996,22.6,21.53333333333333,81.14,84.95,78.57,78.0,41.8,105.63333333333334,4.14,3.3966666666666665,62.65,45.27,32.6,25.796666666666667,1.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,29,2024-07-15,2024-07-21,7,35.2,24.3,81.86,78.57,22.4,3.39,35.37,25.73,1.0,1.0,0.14285714285714285,33.011428571428574,75.89714285714285,4.0,0.0,0.0,1.3333333333333333,4.0,6.833333333333333,30.0,35.0,33.6,21.4,21.566666666666666,88.57,86.13999999999999,86.0,83.38,168.8,129.86666666666667,2.44,3.103333333333333,20.72,36.65,18.18,22.8,0.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,30,2024-07-22,2024-07-28,7,36.7,27.0,80.57,71.86,6.1,4.7,71.71,37.84,0.0,0.0,0.0,33.17285714285715,72.32428571428572,1.0,4.0,0.0,1.6666666666666667,4.0,7.0,30.0,35.2,35.03333333333334,24.3,22.766666666666666,81.86,83.85666666666667,78.57,81.04666666666667,22.4,77.66666666666667,3.39,3.323333333333333,35.37,39.58,25.73,25.50333333333333,18.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,31,2024-07-29,2024-08-04,7,37.5,27.6,76.0,71.57,9.5,2.75,86.5,40.56,18.0,18.0,2.5714285714285716,35.15428571428571,70.11428571428571,0.0,1.0,4.0,1.6666666666666667,4.0,2.0,7.0,36.7,35.63333333333333,27.0,24.233333333333334,80.57,83.66666666666667,71.86,78.81,6.1,65.76666666666668,4.7,3.5100000000000002,71.71,42.599999999999994,37.84,27.25,37.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,32,2024-08-05,2024-08-11,7,37.8,27.1,76.86,66.71,62.0,1.88,83.96,39.02,37.0,37.0,5.285714285714286,33.9,71.79571428571428,18.0,0.0,1.0,6.333333333333333,18.0,3.8333333333333335,18.0,37.5,36.46666666666667,27.6,26.3,76.0,79.47666666666667,71.57,74.0,9.5,12.666666666666677,2.75,3.6133333333333333,86.5,64.52666666666666,40.56,34.71,45.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,33,2024-08-12,2024-08-18,7,36.3,24.9,84.43,67.71,34.3,2.42,75.24,33.56,45.0,45.0,6.428571428571429,31.364285714285717,76.78428571428572,37.0,18.0,0.0,18.333333333333332,37.0,10.0,37.0,37.8,37.333333333333336,27.1,27.233333333333334,76.86,77.80999999999999,66.71,70.04666666666667,62.0,25.866666666666674,1.88,3.11,83.96,80.72333333333333,39.02,39.14,49.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,34,2024-08-19,2024-08-25,7,34.7,25.4,84.71,77.86,50.4,1.93,64.42,27.34,49.0,49.0,7.0,30.95,81.18285714285715,45.0,37.0,18.0,33.333333333333336,45.0,17.5,45.0,36.3,37.199999999999996,24.9,26.533333333333335,84.43,79.09666666666668,67.71,68.66333333333331,34.3,35.26666666666668,2.42,2.35,75.24,81.89999999999999,33.56,37.71333333333333,73.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,35,2024-08-26,2024-09-01,7,35.2,24.1,83.43,71.71,6.3,2.35,74.77,30.13,73.0,73.0,10.428571428571429,31.888571428571428,76.55428571428571,49.0,45.0,37.0,43.666666666666664,49.0,25.0,49.0,34.7,36.266666666666666,25.4,25.799999999999997,84.71,82.0,77.86,70.75999999999999,50.4,48.90000000000001,1.93,2.0766666666666667,64.42,74.54,27.34,33.306666666666665,168.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,36,2024-09-02,2024-09-08,7,33.8,24.2,79.29,68.43,2.9,3.23,78.8,33.31,168.0,168.0,24.0,30.78142857142857,77.21857142857142,73.0,49.0,45.0,55.666666666666664,73.0,37.0,73.0,35.2,35.4,24.1,24.8,83.43,84.19,71.71,72.42666666666666,6.3,30.333333333333343,2.35,2.2333333333333334,74.77,71.47666666666667,30.13,30.343333333333334,131.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,37,2024-09-09,2024-09-15,7,33.8,23.6,88.14,80.14,83.0,3.4,57.66,23.89,131.0,131.0,18.714285714285715,30.115714285714287,83.58285714285714,168.0,73.0,49.0,96.66666666666667,168.0,65.0,168.0,33.8,34.56666666666667,24.2,24.566666666666663,79.29,82.47666666666667,68.43,72.66666666666667,2.9,19.866666666666678,3.23,2.5033333333333334,78.8,72.66333333333334,33.31,30.26,54.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,38,2024-09-16,2024-09-22,7,31.6,17.4,81.14,76.86,124.9,5.49,54.64,24.01,54.0,54.0,7.714285714285714,26.511428571428574,86.26,131.0,168.0,73.0,124.0,168.0,83.83333333333333,168.0,33.8,34.266666666666666,23.6,23.96666666666667,88.14,83.62,80.14,73.42666666666666,83.0,30.733333333333345,3.4,2.9933333333333336,57.66,70.41,23.89,29.109999999999996,18.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,39,2024-09-23,2024-09-29,7,29.1,15.8,86.14,76.0,15.1,2.67,66.18,23.31,18.0,18.0,2.5714285714285716,25.181428571428572,82.84857142857143,54.0,131.0,168.0,117.66666666666667,168.0,86.66666666666667,168.0,31.6,33.06666666666666,17.4,21.73333333333333,81.14,82.85666666666667,76.86,75.14333333333333,124.9,70.26666666666668,5.49,4.04,54.64,63.70000000000001,24.01,27.069999999999997,13.0
东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵_1_31_诱虫量,东坝福明农场稻纵,1,江苏省南京市高淳区,00001ce0,稻纵卷叶螟,2024,40,2024-09-30,2024-10-06,3,28.6,11.9,79.0,72.14,17.2,3.38,48.16,18.62,13.0,13.0,4.333333333333333,21.13,76.39333333333333,18.0,54.0,131.0,67.66666666666667,131.0,82.16666666666667,168.0,29.1,31.5,15.8,18.933333333333334,86.14,85.14,76.0,77.66666666666667,15.1,74.33333333333334,2.67,3.853333333333333,66.18,59.49333333333334,23.31,23.736666666666665,
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,32,2023-08-06,2023-08-12,1,35.1,24.0,83.71,75.14,10.3,2.08,79.69,33.11,6.0,6.0,6.0,28.1,53.2,,,,,,,,,,,,,,,,,,,,,,,,16.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,34,2023-08-20,2023-08-26,3,32.0,22.4,82.71,72.0,27.1,2.8,70.93,31.5,16.0,16.0,5.333333333333333,29.02333333333333,80.97,6.0,,,6.0,6.0,6.0,6.0,35.1,35.1,24.0,24.0,83.71,83.71,75.14,75.14,10.3,10.3,2.08,2.08,79.69,79.69,33.11,33.11,4.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,35,2023-08-27,2023-09-02,7,29.4,18.5,86.86,78.57,59.2,2.79,42.5,22.49,4.0,4.0,0.5714285714285714,23.885714285714283,89.26857142857143,16.0,6.0,,11.0,16.0,11.0,16.0,32.0,33.55,22.4,23.2,82.71,83.21,72.0,73.57,27.1,18.700000000000003,2.8,2.44,70.93,75.31,31.5,32.305,3.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,36,2023-09-03,2023-09-09,7,31.0,21.7,88.0,73.71,2.5,2.83,74.88,29.19,3.0,3.0,0.42857142857142855,27.944285714285716,80.54428571428572,4.0,16.0,6.0,8.666666666666666,16.0,8.666666666666666,16.0,29.4,32.166666666666664,18.5,21.633333333333336,86.86,84.42666666666666,78.57,75.23666666666666,59.2,32.2,2.79,2.5566666666666666,42.5,64.37333333333333,22.49,29.03333333333333,2.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,37,2023-09-10,2023-09-16,7,31.4,20.4,87.43,82.14,74.6,2.74,29.78,17.15,2.0,2.0,0.2857142857142857,25.092857142857145,89.88857142857144,3.0,4.0,16.0,7.666666666666667,16.0,7.25,16.0,31.0,30.8,21.7,20.866666666666664,88.0,85.85666666666667,73.71,74.76,2.5,29.600000000000005,2.83,2.8066666666666666,74.88,62.77,29.19,27.72666666666667,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,38,2023-09-17,2023-09-23,7,32.0,18.8,88.57,77.57,41.3,2.51,30.18,16.82,0.0,0.0,0.0,24.22,88.56714285714285,2.0,3.0,4.0,3.0,4.0,6.2,16.0,31.4,30.599999999999998,20.4,20.2,87.43,87.43,82.14,78.13999999999999,74.6,45.43333333333334,2.74,2.7866666666666666,29.78,49.053333333333335,17.15,22.94333333333333,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,39,2023-09-24,2023-09-30,7,28.2,19.1,89.57,82.43,13.3,2.19,45.28,17.44,0.0,0.0,0.0,24.068571428571428,89.0942857142857,0.0,2.0,3.0,1.6666666666666667,3.0,5.166666666666667,16.0,32.0,31.46666666666667,18.8,20.3,88.57,88.0,77.57,77.80666666666666,41.3,39.46666666666666,2.51,2.6933333333333334,30.18,44.946666666666665,16.82,21.053333333333335,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,40,2023-10-01,2023-10-07,7,25.5,15.7,80.86,71.71,21.7,3.55,38.52,19.59,0.0,0.0,0.0,20.39428571428571,80.9057142857143,0.0,0.0,2.0,0.6666666666666666,2.0,4.166666666666667,16.0,28.2,30.53333333333333,19.1,19.433333333333334,89.57,88.52333333333333,82.43,80.71333333333332,13.3,43.06666666666666,2.19,2.48,45.28,35.080000000000005,17.44,17.136666666666667,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,41,2023-10-08,2023-10-14,7,23.6,13.5,84.86,74.14,0.0,2.05,50.14,17.04,0.0,0.0,0.0,20.005714285714284,81.36714285714287,0.0,0.0,0.0,0.0,0.0,1.5,4.0,25.5,28.566666666666666,15.7,17.86666666666667,80.86,86.33333333333333,71.71,77.23666666666666,21.7,25.433333333333334,3.55,2.75,38.52,37.99333333333333,19.59,17.95,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,42,2023-10-15,2023-10-21,7,26.1,9.6,84.43,62.0,4.0,2.46,71.43,22.45,0.0,0.0,0.0,19.91142857142857,70.80857142857143,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,3.0,23.6,25.766666666666666,13.5,16.099999999999998,84.86,85.09666666666665,74.14,76.09333333333332,0.0,11.666666666666666,2.05,2.5966666666666662,50.14,44.64666666666667,17.04,18.023333333333333,0.0
东坝街道马家冲_1_15_诱虫量,东坝街道马家冲_1_15_诱虫量,东坝街道马家冲,1,江苏省南京市高淳区,00002609,稻纵卷叶螟,2023,43,2023-10-22,2023-10-28,5,25.6,9.6,85.14,64.29,0.0,1.94,60.15,18.61,0.0,0.0,0.0,20.413999999999998,74.344,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,26.1,25.066666666666666,9.6,12.933333333333332,84.43,83.38333333333333,62.0,69.28333333333332,4.0,8.566666666666666,2.46,2.686666666666667,71.43,53.363333333333344,22.45,19.69333333333333,0.0
